LAMMPS FCC Model for CoCuFeNiPd

  8788 atoms

 5 atom types

-1.2151204467749379e+00 4.6215120446773646e+01 xlo xhi
-1.2274788693491190e+00 4.6227478869350719e+01 ylo yhi
-1.2226176983633918e+00 4.6222617698364239e+01 zlo zhi

Atoms
id type x y z
4336 4 16.3569 19.3666 21.6765 
3706 2 12.6653 21.2904 19.7393 
3709 3 14.5976 21.3047 17.8312 
3710 5 16.4386 21.2892 19.7623 
4333 2 14.4905 17.597 21.6939 
4332 2 12.7327 19.4466 21.5749 
3653 4 10.9234 17.6562 17.9069 
4329 5 10.953 17.5799 21.6182 
3655 4 10.8719 19.4814 19.741 
3705 4 10.8023 21.2861 17.8816 
4381 3 10.8535 21.274 21.58 
4330 4 12.7524 17.5327 23.5425 
5062 4 16.3065 21.1386 27.1504 
4334 4 16.2624 17.5618 23.5242 
4335 2 14.4876 19.3535 23.5326 
4382 5 12.7136 21.2713 23.4989 
4386 5 16.3343 21.2093 23.5196 
5061 3 14.5092 21.1572 25.3921 
5006 4 12.7353 17.5547 27.1359 
5058 4 12.7171 21.1446 27.1686 
5008 4 12.7407 19.3582 25.3911 
5009 4 14.5012 17.5615 25.3412 
5010 4 16.245 17.5575 27.1353 
5011 4 14.5 19.3476 27.1449 
5012 4 16.2695 19.3478 25.365 
5005 4 10.9921 17.5333 25.3259 
5007 4 10.9504 19.36 27.1491 
4331 5 10.9285 19.3918 23.5166 
5057 4 10.8986 21.1867 25.4027 
6413 5 14.5835 21.2117 32.5944 
5682 4 12.7406 17.5539 30.731 
6364 4 16.3124 19.3382 32.5381 
5684 4 12.7229 19.3264 28.9182 
5685 4 14.497 17.5586 28.929 
5686 4 16.2625 17.5493 30.7295 
5687 3 14.5245 19.3271 30.7216 
5688 4 16.2682 19.3438 28.9396 
6360 3 12.7241 19.312 32.5625 
5734 5 12.701 21.1828 30.7172 
5737 4 14.5508 21.1329 28.9229 
5738 3 16.3247 21.1855 30.6974 
6361 4 14.5074 17.5484 32.5259 
5683 4 10.9259 19.2897 30.7241 
5681 4 10.9707 17.5263 28.9445 
6409 5 10.8412 21.2051 32.5891 
6357 4 10.9591 17.5095 32.509 
5733 4 10.8964 21.154 28.9249 
6358 4 12.7173 17.5247 34.3064 
6359 3 10.9341 19.3323 34.3197 
6362 3 16.3034 17.5326 34.2892 
6363 3 14.5338 19.3256 34.3255 
7709 5 10.9325 17.525 39.8532 
7716 3 16.419 19.3938 39.8459 
7765 5 14.6253 21.3009 39.8449 
7712 2 12.7358 19.3819 39.864 
7713 4 14.5653 17.5389 39.8761 
7034 2 12.7686 17.5121 38.0386 
7036 5 12.7153 19.3678 36.1984 
7037 2 14.5345 17.5165 36.1501 
7038 4 16.3074 17.5923 38.0917 
7039 2 14.552 19.3686 38.1021 
7040 5 16.3471 19.3644 36.1853 
7086 3 12.7239 21.2428 38.0588 
7089 5 14.5723 21.2698 36.2084 
7090 2 16.4363 21.2978 38.0468 
7085 2 10.8588 21.2363 36.1758 
7761 5 10.8367 21.2429 39.8544 
7033 2 10.941 17.4968 36.1735 
7035 2 10.8851 19.4026 38.0343 
6414 3 16.4423 21.2587 34.39 
6410 3 12.6926 21.1676 34.3682 
7710 4 12.7771 17.5366 41.6787 
8442 3 16.4715 21.31 45.2973 
7714 4 16.3619 17.55 41.6424 
7715 5 14.6211 19.4119 41.6935 
7762 2 12.7154 21.268 41.6565 
7766 3 16.4978 21.3051 41.6621 
8441 2 14.6157 21.3302 43.4597 
8386 5 12.7294 17.5523 45.2199 
8438 3 12.6997 21.291 45.2402 
8388 3 12.6862 19.4048 43.3932 
8389 4 14.616 17.5269 43.4459 
8390 3 16.3637 17.5537 45.2603 
8391 5 14.5833 19.4782 45.2142 
8392 3 16.4683 19.4592 43.4863 
8385 3 10.9244 17.5282 43.333 
7711 3 10.9083 19.3579 41.6633 
8387 5 10.8345 19.3913 45.2325 
8437 5 10.8311 21.3007 43.4141 
1060 5 16.3837 27.0371 3.29715 
328 2 12.677 23.2069 -0.42604 
331 3 14.5329 23.2357 1.44815 
332 5 16.4244 23.217 -0.364722 
378 3 12.6487 25.0175 1.45155 
1057 5 14.5006 25.1348 3.23268 
380 5 12.6605 26.9767 -0.331468 
381 5 14.5582 25.0886 -0.337154 
382 3 16.4915 25.1589 1.47332 
383 3 14.537 27.0115 1.41865 
384 5 16.4911 27.0266 -0.345089 
1004 2 12.6215 23.2305 3.26918 
1008 5 16.3844 23.2696 3.28675 
1056 5 12.5811 27.0076 3.22192 
377 5 10.812 25.0445 -0.362791 
327 3 10.7914 23.1834 1.46734 
379 2 10.6945 27.0261 1.38599 
1053 5 10.715 25.0877 3.2196 
1736 2 16.3554 27.0349 6.88961 
1007 2 14.4744 23.2268 5.13061 
1054 5 12.5695 25.1221 5.10603 
1735 5 14.4486 27.0353 8.74267 
1058 2 16.3378 25.2079 5.13295 
1059 3 14.4616 27.0352 5.12677 
1680 2 12.5885 23.2066 6.95205 
1683 3 14.4447 23.2355 8.75621 
1684 5 16.2931 23.2529 6.9698 
1730 5 12.5363 25.0944 8.80284 
1734 3 16.3425 25.1608 8.73339 
1732 2 12.5047 27.0095 6.89056 
1733 5 14.4505 25.1517 6.93487 
2412 5 16.3676 27.0276 10.5146 
1679 5 10.6662 23.1404 8.80597 
2408 5 12.5397 27.0037 10.6282 
2360 5 16.3129 23.2796 10.5501 
2409 3 14.4799 25.0663 10.5546 
1729 5 10.6431 25.1092 6.93077 
1003 2 10.7179 23.1785 5.1335 
3032 2 12.6541 23.1176 14.2873 
3084 5 12.5964 26.9965 14.2697 
3088 5 16.4822 27.008 14.1839 
3035 3 14.5841 23.1229 16.0999 
2359 3 14.4995 23.2247 12.433 
3085 5 14.5616 25.0545 14.2761 
3087 3 14.5986 26.9654 16.0716 
2406 5 12.6004 25.0441 12.4549 
2405 2 10.6466 25.0678 10.6835 
3036 5 16.4697 23.1834 14.1872 
2410 2 16.4192 25.1034 12.3458 
2411 5 14.508 27.0072 12.3701 
3082 5 12.6588 25.067 16.0925 
3031 2 10.8065 23.107 16.0704 
2355 2 10.7653 23.1007 12.5267 
3081 2 10.7506 25.0159 14.3109 
2407 2 10.6911 26.9583 12.4769 
3083 3 10.7747 26.9434 16.1468 
2356 5 12.5883 23.1592 10.6543 
3708 5 12.7079 23.0947 17.8879 
3711 2 14.5965 23.1149 19.7142 
3712 2 16.4512 23.1151 17.8521 
3758 5 12.7195 25.087 19.7159 
4437 5 14.616 24.9934 21.6052 
3760 3 12.7275 26.9493 17.8802 
3761 5 14.6253 25.099 17.8836 
3762 5 16.5301 24.9923 19.7567 
3763 3 14.6267 26.9888 19.7602 
3757 2 10.7923 25.0361 17.8787 
4384 5 12.6567 23.1514 21.59 
4388 3 16.5127 23.1469 21.6534 
4440 5 16.4943 26.933 21.5965 
4436 2 12.7678 26.9287 21.6155 
4433 5 10.7934 25.0644 21.6532 
3707 2 10.7991 23.14 19.7013 
3759 5 10.7879 26.9254 19.7558 
5112 2 12.69 26.9425 25.2493 
4387 2 14.596 23.186 23.4607 
4434 2 12.677 25.0334 23.4721 
5116 5 16.4957 26.8517 25.2693 
4438 3 16.5356 24.9779 23.429 
4439 5 14.5878 26.9097 23.4619 
5115 5 14.5685 26.9235 27.0691 
5060 5 12.7071 23.1029 25.3229 
5063 5 14.5394 23.0715 27.1941 
5064 5 16.3859 23.113 25.3366 
5114 3 16.4301 24.9498 27.1644 
5110 2 12.7566 25.0253 27.1235 
5113 2 14.5822 25.0141 25.2744 
5111 2 10.8844 26.9991 27.0888 
5059 2 10.9061 23.0299 27.2054 
5109 5 10.8847 25.0392 25.3466 
4383 3 10.8145 23.1129 23.455 
4435 3 10.8785 26.9705 23.4559 
5736 2 12.6869 23.0479 28.947 
5739 2 14.5915 23.0514 30.7022 
5740 3 16.3802 23.011 28.9378 
6465 5 14.5747 25.0045 32.6506 
5786 5 12.7054 24.9907 30.7435 
5788 5 12.7283 26.9672 28.9629 
5789 2 14.5868 24.9908 28.9335 
5790 5 16.3685 24.958 30.801 
5791 3 14.5692 26.9453 30.8041 
5792 5 16.3953 26.9116 28.9783 
6412 5 12.6727 23.138 32.6456 
6416 3 16.4329 23.0588 32.5826 
6468 1 16.3056 26.9546 32.6209 
6464 5 12.7098 26.9399 32.6124 
5785 5 10.8578 25.0183 28.8629 
5735 3 10.8595 23.1069 30.7163 
6461 3 10.8786 25.026 32.5778 
5787 3 10.8804 26.9789 30.7952 
7143 3 14.5913 26.995 38.0433 
7820 5 16.5019 26.9557 39.8256 
7768 3 16.5206 23.2116 39.8849 
7764 5 12.7161 23.2292 39.8385 
7817 2 14.6325 25.0789 39.7934 
7144 3 16.4294 26.9663 36.3851 
7088 5 12.7071 23.1291 36.2122 
7091 2 14.6465 23.1598 38.0569 
7092 3 16.4903 23.1121 36.2299 
7816 5 12.7434 26.9633 39.7811 
7138 3 12.6781 25.0747 38.0149 
7142 2 16.4836 25.0166 38.0475 
7140 3 12.7427 26.966 36.3881 
7141 5 14.5978 25.0399 36.3069 
6462 2 12.6689 25.0649 34.4965 
7813 3 10.8625 25.0742 39.8494 
6467 5 14.608 26.9558 34.5336 
7139 5 10.7813 26.9938 38.0433 
7087 5 10.8182 23.1445 38.0111 
7137 3 10.8705 25.0883 36.2584 
6463 5 10.8923 26.9773 34.4991 
6411 2 10.8189 23.17 34.4522 
6466 2 16.417 24.9481 34.4543 
6415 2 14.64 23.1088 34.4246 
8494 3 16.5401 25.1189 45.286 
7767 5 14.6544 23.2671 41.6393 
7814 3 12.7002 25.1056 41.6617 
8493 2 14.5971 25.1074 43.5111 
8491 5 10.8077 27.002 45.1949 
7819 5 14.5947 26.9483 41.6846 
8440 5 12.7054 23.2093 43.4552 
8443 2 14.5608 23.1974 45.268 
8444 5 16.4824 23.2333 43.5139 
8495 5 14.5899 27.0222 45.2604 
8490 3 12.6807 25.0922 45.221 
8496 5 16.5542 27.0156 43.4996 
8492 3 12.7266 26.9578 43.4616 
7815 5 10.8525 26.9917 41.6689 
7763 2 10.8082 23.226 41.6003 
8489 2 10.8634 25.0625 43.4422 
8439 3 10.8396 23.1865 45.2269 
1161 5 14.478 32.6676 3.19936 
430 5 12.6361 28.9405 1.37094 
1112 3 16.4301 30.7703 3.3041 
432 2 12.7006 30.8515 -0.330087 
433 3 14.6162 28.9341 -0.339325 
434 5 16.4386 28.9823 1.44553 
435 3 14.5619 30.8025 1.38759 
436 3 16.5048 30.781 -0.40721 
1109 5 14.5017 28.934 3.26962 
482 3 12.6514 32.7189 1.3867 
485 5 14.5635 32.7269 -0.363633 
486 5 16.446 32.6209 1.44605 
1108 5 12.5446 30.8492 3.20238 
481 5 10.7821 32.7965 -0.394334 
1157 2 10.78 32.7755 3.14407 
429 3 10.7131 28.9087 -0.368136 
431 2 10.7475 30.8378 1.30311 
1105 2 10.6797 28.9066 3.21915 
1106 5 12.5152 28.8842 5.10013 
1838 5 16.3007 32.6531 8.65728 
1110 2 16.3877 28.9026 5.11105 
1111 5 14.4417 30.7959 5.14745 
1158 2 12.577 32.7417 5.0605 
1162 5 16.3443 32.6499 5.09167 
1837 2 14.3756 32.7365 6.86518 
1782 5 12.546 28.9203 8.71208 
1784 3 12.5094 30.8154 6.86965 
1785 2 14.4705 28.8504 6.85516 
1786 2 16.37 28.881 8.6566 
1787 5 14.421 30.7519 8.65211 
1788 2 16.4045 30.7256 6.88925 
1834 5 12.5574 32.6714 8.73792 
2464 5 16.3497 30.7076 10.4859 
1833 5 10.72 32.7309 6.84527 
2513 3 14.4365 32.6702 10.5134 
2509 3 10.7638 32.6526 10.5988 
1783 3 10.7118 30.8149 8.76712 
2460 3 12.5814 30.7831 10.5606 
2461 3 14.4259 28.9116 10.5863 
2457 5 10.6983 28.9243 10.637 
1107 2 10.6868 30.8588 5.05898 
3190 5 16.3964 32.6595 16.0392 
2458 3 12.6057 28.9219 12.4271 
3139 3 14.5043 30.7762 16.0768 
3138 2 16.5602 28.8716 16.0206 
2462 3 16.4469 28.8891 12.3311 
2463 5 14.4521 30.7497 12.3675 
3186 5 12.67 32.6617 16.0548 
2510 5 12.6305 32.6767 12.4274 
3140 5 16.4394 30.753 14.2105 
2514 5 16.3414 32.6599 12.3244 
3134 5 12.6676 28.8783 16.1156 
3189 3 14.4964 32.6215 14.2688 
3136 3 12.6595 30.7757 14.2711 
3137 5 14.5431 28.8846 14.2606 
2459 5 10.7496 30.8158 12.4912 
3135 5 10.7741 30.7909 16.0792 
3133 2 10.7549 28.8583 14.2418 
3185 3 10.6813 32.7272 14.2953 
4489 3 14.6449 28.8385 21.5408 
3810 5 12.743 28.8242 19.7602 
4541 5 14.5729 32.685 21.5316 
3812 3 12.71 30.7781 17.9662 
3813 5 14.6371 28.821 17.8712 
3814 3 16.5431 28.8605 19.7739 
3815 5 14.6196 30.7187 19.7835 
3816 5 16.5219 30.7364 17.8686 
3862 3 12.7086 32.6131 19.767 
3865 5 14.5209 32.6785 17.9344 
3866 5 16.5339 32.6893 19.7085 
4492 3 16.5417 30.729 21.5402 
4488 3 12.6973 30.7634 21.5665 
3811 3 10.8835 30.7783 19.7524 
4485 5 10.8798 28.8699 21.6503 
4537 5 10.8867 32.67 21.585 
3861 5 10.8541 32.6961 17.9913 
3809 5 10.7731 28.8624 17.9473 
4486 5 12.7599 28.8629 23.4584 
5217 3 14.5719 32.717 25.2696 
4490 5 16.4738 28.8882 23.4246 
4491 5 14.6044 30.7533 23.4274 
4538 5 12.7203 32.6667 23.4793 
4542 5 16.454 32.67 23.4424 
5218 5 16.326 32.7385 27.1315 
5162 5 12.6859 28.8718 27.0374 
5214 5 12.7283 32.7264 27.0667 
5164 3 12.6711 30.7822 25.2601 
5165 3 14.6275 28.8684 25.2713 
5166 5 16.4366 28.8742 27.1489 
5167 5 14.5589 30.7659 27.0486 
5168 3 16.4569 30.79 25.2847 
5213 3 10.8934 32.7117 25.2685 
5163 3 10.9199 30.7893 27.0491 
4487 3 10.9224 30.7843 23.4887 
5161 3 10.8565 28.9087 25.2044 
5838 5 12.727 28.8867 30.8286 
6520 5 16.1918 30.8098 32.6641 
5840 5 12.6747 30.8125 28.9609 
5841 3 14.5312 28.8669 28.9711 
5842 5 16.3263 28.8502 30.8361 
5843 3 14.4701 30.8277 30.7681 
5844 5 16.3718 30.7938 29.0282 
5889 3 10.9728 32.7541 28.9782 
5890 3 12.7463 32.736 30.805 
5893 2 14.5024 32.7766 29.0235 
5894 2 16.2667 32.75 30.8377 
6569 2 14.467 32.7554 32.6077 
6516 3 12.8868 30.8117 32.6453 
6517 3 14.5569 28.8511 32.6658 
6565 3 11.0264 32.7822 32.6082 
5839 2 10.985 30.8653 30.9452 
5837 3 10.8923 28.8772 28.9297 
6513 3 10.9004 28.9195 32.6619 
7869 3 14.5861 28.8849 39.8082 
7872 3 16.4518 30.8132 39.8931 
7868 3 12.657 30.7894 39.8517 
7921 2 14.6152 32.7804 39.89 
6570 2 16.2352 32.7626 34.5336 
7190 3 12.7388 28.9348 38.0989 
7246 2 16.39 32.7482 38.1279 
7192 3 12.7412 30.859 36.348 
7193 2 14.5882 28.8869 36.3859 
7194 2 16.4735 28.8678 38.1339 
7195 5 14.5651 30.8263 38.1629 
7196 2 16.3487 30.8034 36.3261 
7245 2 14.5445 32.7499 36.3711 
7242 2 12.7178 32.7613 38.1542 
7865 3 10.8361 28.9421 39.7801 
7241 3 10.9411 32.7572 36.2933 
7191 2 10.9244 30.8859 38.0817 
7917 3 10.8739 32.7535 39.9159 
6566 5 12.7796 32.7401 34.5151 
6519 3 14.5469 30.7934 34.5868 
7189 5 10.8537 28.9512 36.3151 
6518 3 16.2887 28.8678 34.4981 
6514 5 12.7904 28.9245 34.5094 
6515 5 10.933 30.8483 34.3789 
7866 5 12.7194 28.9263 41.6668 
7870 5 16.5103 28.8959 41.6374 
7871 5 14.5964 30.8146 41.6438 
7918 5 12.7363 32.7357 41.6721 
7922 2 16.4576 32.7346 41.7225 
8597 2 14.6008 32.7343 43.5402 
8542 5 12.6916 28.9195 45.2729 
8593 5 10.8317 32.7796 43.5063 
8544 3 12.7235 30.8215 43.4817 
8545 3 14.5976 28.9106 43.487 
8541 3 10.8709 28.9401 43.4466 
8547 5 14.5911 30.7835 45.3008 
8543 5 10.8388 30.8278 45.3038 
8594 2 12.7246 32.7523 45.2401 
7867 2 10.8815 30.8457 41.6704 
8598 2 16.504 32.7221 45.3234 
8546 3 16.5271 28.9318 45.3142 
8548 5 16.5172 30.8083 43.5333 
1265 2 14.4441 40.2552 3.25993 
1216 2 16.241 38.4153 3.21796 
1164 2 16.3052 34.5673 3.22492 
534 2 12.6632 36.5926 1.41049 
536 2 12.6586 38.4152 -0.378606 
537 2 14.5067 36.5461 -0.401215 
538 2 16.2888 36.5058 1.37411 
539 2 14.462 38.4102 1.4171 
540 2 16.2654 38.3945 -0.363049 
586 2 12.639 40.247 1.43163 
589 2 14.4563 40.2485 -0.37582 
590 2 16.2516 40.2556 1.45616 
1213 2 14.5083 36.5281 3.18401 
1212 2 12.658 38.4237 3.2156 
484 5 12.6913 34.6752 -0.40157 
487 2 14.5324 34.6609 1.40424 
488 2 16.4115 34.606 -0.36203 
483 2 10.8038 34.7121 1.35811 
1160 5 12.6288 34.6241 3.16668 
535 2 10.821 38.4271 1.41064 
533 2 10.8211 36.5859 -0.391771 
1261 2 10.8405 40.2524 3.22889 
1209 2 10.7979 36.5875 3.16962 
585 2 10.8198 40.2491 -0.355875 
2568 2 16.1881 38.4116 10.5307 
1891 2 14.4487 38.4251 8.69693 
1210 5 12.6395 36.5252 4.99922 
1214 2 16.2051 36.4823 5.0307 
1215 2 14.4571 38.412 5.04345 
1262 2 12.6429 40.2449 5.07524 
2565 2 14.4453 36.4908 10.5318 
1840 2 16.2624 34.5497 6.85114 
1938 2 12.6254 40.2429 8.66739 
1892 2 16.2021 38.4408 6.8928 
1941 2 14.4314 40.2688 6.87593 
1886 2 12.6235 36.5301 8.72003 
1888 2 12.6343 38.4074 6.88214 
1889 5 14.4567 36.4853 6.9004 
1890 2 16.1965 36.4833 8.74841 
1836 2 12.619 34.6228 6.87601 
1163 2 14.4576 34.5888 5.03226 
1839 2 14.444 34.5784 8.71445 
1937 2 10.8445 40.2516 6.86965 
1211 2 10.8302 38.4337 5.0247 
2561 2 10.7868 36.5569 10.569 
1887 2 10.8022 38.4174 8.70852 
1835 2 10.7798 34.6684 8.70437 
1885 5 10.7814 36.5309 6.87776 
1159 2 10.7556 34.6445 5.03093 
2564 5 12.6396 38.4006 10.5423 
1266 2 16.2306 40.2811 5.04165 
2512 5 12.601 34.6202 10.5421 
2516 2 16.252 34.5376 10.5097 
2613 2 10.8043 40.2465 10.5646 
2617 2 14.4453 40.2574 10.5717 
1942 1 16.2052 40.2762 8.73876 
3294 2 16.2736 40.2302 16.1094 
3243 2 14.4551 38.4103 16.1433 
3242 5 16.2484 36.4779 16.0886 
3241 2 14.4651 36.5019 14.1942 
3293 5 14.387 40.2541 14.2459 
2562 2 12.6553 36.5033 12.4126 
3239 2 10.8338 38.4096 16.1265 
3238 5 12.7044 36.5022 16.1156 
3244 5 16.2639 38.3847 14.2041 
2566 2 16.2137 36.4801 12.3205 
2567 2 14.4184 38.377 12.3825 
3237 2 10.7916 36.5363 14.32 
2563 5 10.8223 38.381 12.4604 
3187 2 10.7969 34.62 16.1084 
3240 2 12.6469 38.3611 14.2782 
3191 3 14.5166 34.568 16.1129 
3188 5 12.7 34.5976 14.273 
2515 2 14.47 34.5732 12.3264 
3192 5 16.2616 34.5551 14.1833 
2511 5 10.766 34.6484 12.4802 
3290 2 12.6163 40.2333 16.1441 
3289 2 10.8818 40.246 14.2991 
2614 3 12.6245 40.267 12.4302 
2618 2 16.2474 40.2907 12.3448 
3864 2 12.714 34.6112 17.9595 
3867 2 14.5106 34.6026 19.7561 
4544 2 16.4422 34.5967 21.5572 
4645 2 14.4396 40.2359 21.5972 
4593 2 14.5017 36.5242 21.5488 
4592 2 12.6535 38.4146 21.5773 
3915 2 10.8309 38.4464 19.7892 
4596 2 16.338 38.3735 21.5779 
3914 2 12.6879 36.5596 19.7765 
3916 2 12.6499 38.4136 17.9705 
3917 2 14.4732 36.4922 17.9675 
3918 5 16.3448 36.4838 19.7434 
3919 2 14.4616 38.3912 19.7652 
3920 2 16.2973 38.3889 17.9341 
3966 2 12.6521 40.2378 19.7814 
3913 5 10.8163 36.5414 17.9525 
3970 5 16.3107 40.2288 19.7842 
4540 2 12.7275 34.625 21.5269 
4641 2 10.8311 40.2449 21.6033 
3868 2 16.373 34.5777 17.918 
4589 2 10.8651 36.5676 21.5699 
3863 5 10.8424 34.636 19.793 
3965 2 10.8362 40.2479 17.9807 
3969 2 14.4318 40.2275 17.9409 
4543 5 14.5414 34.6041 23.4235 
4590 5 12.6909 36.5261 23.4161 
5265 2 10.8826 36.5399 25.3358 
4594 5 16.3486 36.4921 23.4302 
4595 2 14.477 38.395 23.3809 
4642 2 12.6539 40.2401 23.4277 
4646 5 16.3023 40.2627 23.4198 
5318 2 12.6652 40.252 27.1393 
5216 3 12.7606 34.63 25.2964 
5219 1 14.4926 34.6132 27.102 
5220 2 16.3586 34.6267 25.2825 
5266 2 12.7492 36.5007 27.1483 
4539 5 10.8765 34.6201 23.4706 
5268 5 12.7006 38.3964 25.3012 
5269 4 14.4707 36.4647 25.3141 
5270 5 16.2692 36.4806 27.164 
5271 2 14.4672 38.4073 27.1761 
5272 5 16.2573 38.3745 25.285 
5317 2 10.8416 40.2381 25.2963 
5267 2 10.8855 38.3993 27.1498 
4591 2 10.8596 38.4459 23.43 
5215 5 10.9216 34.6635 27.1252 
5321 2 14.4558 40.2784 25.2861 
5322 2 16.2316 40.2696 27.1324 
5895 1 14.4511 34.644 30.7915 
5943 2 10.9123 38.3924 30.7772 
5892 4 12.7677 34.6181 28.9663 
6620 2 12.7053 38.4155 32.6218 
5896 2 16.2668 34.6588 29.0393 
5942 2 12.7418 36.5552 30.7784 
6624 2 16.2165 38.4362 32.6371 
5944 2 12.6909 38.402 28.9555 
5945 2 14.4541 36.4919 28.989 
5946 2 16.2413 36.5375 30.7849 
5947 2 14.4606 38.4153 30.794 
5948 2 16.2429 38.3782 29.0063 
6572 5 16.2394 34.6464 32.6537 
5891 5 10.9673 34.6464 30.7685 
5997 2 14.4643 40.2426 28.9705 
5998 2 16.2152 40.263 30.8262 
6568 2 12.7832 34.6717 32.6419 
6621 2 14.4843 36.5648 32.6202 
5941 2 10.9342 36.5652 28.9597 
6617 5 10.9068 36.5481 32.6351 
6669 2 10.8804 40.2266 32.6234 
5994 2 12.6601 40.2319 30.7818 
5993 2 10.8837 40.2307 28.9391 
6673 2 14.4355 40.265 32.629 
6571 2 14.5059 34.7095 34.5273 
8025 2 14.483 40.2404 39.9052 
7350 2 16.2658 40.2498 38.0804 
7349 2 14.4584 40.2499 36.2503 
7244 2 12.7369 34.6779 36.3122 
7972 2 12.6868 38.4397 39.8819 
7973 2 14.5425 36.5499 39.8976 
7247 2 14.5354 34.6785 38.132 
7294 2 12.7218 36.5712 38.1167 
7296 2 12.6853 38.4115 36.272 
7297 2 14.4887 36.5748 36.3224 
7298 2 16.2998 36.5747 38.1006 
7299 2 14.4862 38.4344 38.0957 
7300 2 16.2609 38.429 36.2874 
7976 2 16.303 38.396 39.9142 
7346 2 12.6518 40.25 38.0562 
7248 2 16.2576 34.6702 36.327 
6619 2 10.9056 38.4165 34.4327 
7920 3 12.7621 34.6638 39.8897 
7924 2 16.3852 34.6683 39.9154 
7295 2 10.8871 38.4178 38.0529 
7293 2 10.9225 36.5547 36.227 
8021 2 10.8485 40.2474 39.855 
6618 2 12.7438 36.5612 34.4757 
6622 2 16.2287 36.5859 34.5116 
6623 2 14.4669 38.4215 34.4626 
7969 2 10.8759 36.6123 39.8759 
7243 5 10.9206 34.6636 38.1296 
6674 2 16.236 40.268 34.4359 
6567 2 10.9501 34.6605 34.4396 
7345 2 10.8585 40.2666 36.2228 
6670 2 12.6697 40.2537 34.442 
7919 5 10.8381 34.679 41.6258 
8595 3 10.7999 34.7066 45.301 
7970 5 12.6994 36.5628 41.7077 
7974 2 16.3722 36.5227 41.7546 
7975 2 14.5177 38.4041 41.705 
8026 2 16.2912 40.2456 41.7189 
8022 2 12.6693 40.2349 41.6838 
8645 2 10.8106 36.576 43.5188 
8652 2 16.3017 38.3879 43.4997 
8651 2 14.4845 38.4056 45.2828 
8646 2 12.6519 36.577 45.2735 
8650 2 16.3617 36.4788 45.2963 
8648 2 12.6655 38.4252 43.4991 
8649 2 14.5455 36.551 43.5485 
8596 2 12.6831 34.6957 43.5818 
8647 2 10.8357 38.4403 45.2849 
8697 2 10.8431 40.2517 43.4788 
7923 5 14.5851 34.6498 41.7536 
8599 2 14.6007 34.6468 45.2611 
8600 2 16.4611 34.5844 43.5464 
7971 2 10.8308 38.4337 41.6877 
8702 2 16.2644 40.2564 45.2624 
8701 2 14.4623 40.2583 43.4733 
8698 2 12.6635 40.2527 45.2717 
588 2 12.6342 42.0458 -0.362959 
591 2 14.4583 42.0596 1.47548 
592 2 16.2513 42.049 -0.366754 
638 2 12.6191 43.8238 1.46759 
1320 4 16.1808 45.5762 3.28355 
640 2 12.6319 45.5756 -0.349187 
641 2 14.4661 43.8201 -0.367579 
642 3 16.2382 43.8487 1.48145 
643 1 14.4386 45.5864 1.48912 
644 4 16.2192 45.5815 -0.35071 
1264 2 12.6245 42.0454 3.27353 
1268 1 16.2314 42.0936 3.27934 
1317 1 14.4325 43.839 3.2977 
1316 1 12.6431 45.5949 3.2843 
587 1 10.8103 42.0561 1.42898 
637 3 10.7979 43.8326 -0.33925 
1313 4 10.8391 43.823 3.26039 
639 3 10.8362 45.5846 1.48266 
1996 4 16.1804 45.5991 6.92711 
1267 4 14.4221 42.0752 5.06432 
1314 4 12.6285 43.8255 5.0811 
1995 4 14.3844 45.6176 8.74737 
1318 4 16.191 43.8517 5.0888 
1319 4 14.3909 45.6013 5.09419 
1994 4 16.1824 43.883 8.73003 
1940 4 12.6242 42.0696 6.87399 
1943 2 14.4239 42.0725 8.70296 
1944 2 16.1889 42.0838 6.89511 
1993 2 14.3914 43.8553 6.8976 
1990 4 12.6217 43.8587 8.71773 
1992 4 12.6258 45.6189 6.92003 
1263 4 10.8577 42.0624 5.08433 
1991 2 10.8596 45.6215 8.74036 
1989 3 10.8894 43.8136 6.90476 
1939 4 10.859 42.0577 8.68456 
1315 2 10.866 45.5929 5.10332 
2669 1 14.3912 43.8901 10.567 
2620 2 16.1818 42.1185 10.5652 
2616 5 12.6209 42.0543 10.5711 
2672 2 16.1777 45.632 10.5612 
2668 1 12.6382 45.6307 10.5844 
2665 2 10.839 43.8645 10.5959 
3345 2 14.38 43.8881 14.2689 
3348 1 16.1983 45.6464 14.2493 
3344 2 12.5953 45.6543 14.2971 
2619 3 14.3824 42.1206 12.4142 
3292 1 12.6111 42.1095 14.2557 
3347 4 14.3873 45.6653 16.0971 
2666 1 12.617 43.8693 12.438 
3346 2 16.2205 43.9345 16.0825 
3342 1 12.5932 43.8814 16.0954 
3295 2 14.3781 42.0896 16.1187 
2670 4 16.1937 43.8867 12.3902 
2671 2 14.3947 45.6358 12.4235 
3296 5 16.2485 42.1075 14.2386 
2667 2 10.8536 45.6301 12.4487 
2615 2 10.8287 42.0608 12.4758 
3341 1 10.8532 43.8549 14.2907 
3343 1 10.8283 45.6483 16.1369 
3291 2 10.8665 42.0598 16.1311 
4700 1 16.226 45.6602 21.6403 
3968 2 12.6345 42.0582 17.9612 
3971 2 14.4154 42.0653 19.7949 
3972 5 16.2591 42.0955 17.9256 
4018 2 12.6106 43.8433 19.8056 
4697 2 14.4178 43.8689 21.6307 
4020 2 12.6075 45.6473 17.94 
