LAMMPS FCC Model for CoCuFeNiPd

  8788 atoms

 5 atom types

-1.2530497314545641e+00 4.6253049731452897e+01 xlo xhi
-1.2551195373430890e+00 4.6255119537342502e+01 ylo yhi
-1.2485814740622672e+00 4.6248581474063855e+01 zlo zhi

Atoms
id type x y z
7807 1 3.31965 27.0177 41.6556 
8427 3 -0.285707 23.3903 45.2982 
8428 1 1.49797 23.3977 43.4421 
8431 2 3.24634 23.4004 45.2967 
8477 4 -0.287004 25.2113 43.4766 
8478 2 1.48731 25.1963 45.3105 
8479 3 -0.311497 27.0963 45.296 
8480 5 1.51936 27.0691 43.5071 
8481 1 3.30427 25.2362 43.4706 
8483 1 3.34238 27.0582 45.3126 
417 3 -0.261855 28.9171 -0.387154 
418 4 1.52405 28.8789 1.48463 
419 5 -0.2363 30.7159 1.54032 
420 1 1.52882 30.6756 -0.339428 
421 2 3.34411 28.8924 -0.328215 
423 3 3.30424 30.7306 1.50272 
469 5 -0.237744 32.5929 -0.315126 
470 3 1.57538 32.5585 1.54888 
473 5 3.30439 32.5681 -0.315971 
1093 1 -0.243249 28.8509 3.37439 
1096 2 1.54455 30.7256 3.40008 
1097 5 3.33709 28.8876 3.3435 
1145 4 -0.26267 32.5196 3.40331 
1149 1 3.37283 32.5177 3.32137 
471 4 -0.274462 34.3729 1.52625 
1094 1 1.50969 28.8749 5.21387 
1095 3 -0.29306 30.6821 5.19038 
1099 3 3.38777 30.7428 5.16885 
1146 1 1.57047 32.5099 5.16547 
1769 3 -0.26517 28.8344 6.98758 
1770 4 1.61098 28.8605 8.80628 
1771 5 -0.273666 30.6906 8.74262 
1772 2 1.60716 30.716 6.95223 
1773 4 3.33849 28.8508 6.98284 
1775 4 3.33844 30.7553 8.85765 
1821 1 -0.248909 32.521 6.92115 
1822 3 1.59177 32.5465 8.77938 
1825 3 3.37622 32.5581 6.99885 
1827 4 3.36588 34.3686 8.79241 
2445 5 -0.299659 28.8671 10.6165 
2501 1 3.32948 32.5834 10.5815 
2500 1 1.57222 34.3904 10.5695 
3179 2 3.34989 34.3949 16.1486 
2446 4 1.59203 28.8903 12.3927 
2447 5 -0.310457 30.7544 12.4239 
2448 3 1.61214 30.7338 10.6154 
2449 3 3.33658 28.9221 10.6087 
2451 4 3.35452 30.7053 12.3614 
2497 5 -0.24147 32.58 10.5941 
2498 4 1.6314 32.6382 12.4137 
3176 4 1.52981 34.3951 14.2991 
3121 5 -0.269674 28.8456 14.2202 
3122 5 1.55842 28.8822 16.1606 
3123 3 -0.295289 30.7899 16.1779 
3124 5 1.61234 30.7805 14.2907 
3125 2 3.36455 28.857 14.2697 
3127 2 3.40241 30.7946 16.1722 
3173 5 -0.301606 32.6156 14.3124 
3174 4 1.48544 32.6444 16.1716 
3177 2 3.35389 32.6594 14.3173 
2503 3 3.35336 34.416 12.4469 
3797 1 -0.285057 28.935 17.9956 
3798 2 1.49036 28.9439 19.7673 
3799 4 -0.2967 30.8367 19.7601 
3800 2 1.4736 30.7985 17.9723 
3801 5 3.39703 28.894 17.9962 
3803 4 3.33204 30.7433 19.7757 
3849 4 -0.32073 32.6241 17.9357 
3850 1 1.50422 32.6051 19.7875 
3853 5 3.35292 32.5953 17.974 
4473 4 -0.268509 28.9182 21.5829 
4476 2 1.55363 30.7514 21.568 
4477 4 3.35083 28.9253 21.597 
4525 1 -0.273936 32.6061 21.5899 
4529 4 3.31475 32.5795 21.5527 
3851 3 -0.284629 34.3481 19.7387 
3855 1 3.3214 34.4101 19.7775 
4528 3 1.51331 34.3408 21.5765 
4474 4 1.60904 28.9363 23.4655 
4475 5 -0.252468 30.7182 23.4541 
4479 1 3.30845 30.7414 23.4589 
4526 3 1.57522 32.5375 23.4021 
5149 1 -0.240574 28.9378 25.2923 
5150 3 1.50667 28.9384 27.042 
5151 3 -0.256584 30.7021 27.0747 
5152 3 1.59729 30.7305 25.306 
5153 4 3.35418 28.9354 25.2552 
5155 1 3.35556 30.7075 27.0875 
5201 5 -0.294098 32.5682 25.3125 
5202 4 1.5596 32.5381 27.1207 
5205 1 3.33922 32.4948 25.3079 
4527 1 -0.257339 34.3228 23.3948 
4531 5 3.37321 34.3746 23.4107 
5207 2 3.38751 34.398 27.1391 
5825 4 -0.286759 28.8857 28.8437 
5826 4 1.44016 28.8678 30.6415 
5827 1 -0.256439 30.6959 30.6118 
5828 4 1.48758 30.7148 28.8379 
5829 2 3.32801 28.8982 28.885 
5831 5 3.30991 30.7431 30.6615 
5877 3 -0.214371 32.564 28.8449 
5878 1 1.50636 32.6047 30.6544 
5881 2 3.35396 32.5767 28.8607 
6501 1 -0.241578 28.859 32.4971 
6504 2 1.4536 30.7082 32.4866 
6505 5 3.28765 28.8511 32.4757 
6553 5 -0.288036 32.6312 32.5116 
6557 1 3.32624 32.5579 32.4626 
6502 4 1.54007 28.8766 34.3629 
6503 4 -0.26582 30.6519 34.3703 
6507 2 3.31026 30.7314 34.3606 
6554 5 1.57793 32.5931 34.3492 
7177 5 -0.226604 28.8681 36.2146 
7178 4 1.5891 28.8464 38.0607 
7179 1 -0.23676 30.7218 38.0592 
7180 3 1.57619 30.689 36.2338 
7181 1 3.27762 28.8724 36.2016 
7183 4 3.27796 30.74 37.9865 
7229 5 -0.243999 32.5171 36.2112 
7230 1 1.57295 32.6027 38.0281 
7233 4 3.29264 32.5786 36.2291 
7853 1 -0.202744 28.8574 39.8527 
7856 5 1.56583 30.7327 39.8566 
7857 3 3.27474 28.8231 39.9237 
7905 1 -0.257951 32.5682 39.8202 
7909 4 3.29973 32.6245 39.8773 
7908 4 1.50111 34.3873 39.8684 
7854 1 1.5192 28.886 41.6799 
7855 2 -0.270768 30.7401 41.6733 
7859 1 3.31812 30.7494 41.7216 
7906 4 1.52047 32.5787 41.6602 
8529 4 -0.281892 28.9155 43.5046 
8530 4 1.49842 28.9203 45.3058 
8531 1 -0.240282 30.6991 45.2923 
8532 3 1.49004 30.7434 43.4444 
8533 2 3.33281 28.9032 43.4421 
8535 5 3.31609 30.7257 45.2654 
8581 4 -0.298008 32.5262 43.4625 
8582 1 1.47548 32.5178 45.2772 
8585 1 3.3068 32.5313 43.4452 
7907 1 -0.282917 34.3706 41.6382 
7911 1 3.30633 34.3882 41.614 
8584 5 1.49526 34.3709 43.4808 
8587 2 3.29878 34.3536 45.3636 
1253 5 3.35423 39.8513 3.3511 
472 3 1.54659 34.4516 -0.287363 
475 4 3.36398 34.4286 1.48613 
521 5 -0.265822 36.2515 -0.324329 
522 3 1.56953 36.2411 1.51868 
523 2 -0.191149 38.0932 1.53279 
524 1 1.61956 38.014 -0.339388 
525 3 3.32013 36.2072 -0.330588 
527 1 3.33188 37.9926 1.46742 
573 5 -0.222086 39.8694 -0.335635 
574 2 1.60418 39.8991 1.50046 
577 2 3.34702 39.9122 -0.3509 
1148 5 1.57245 34.3896 3.32997 
1197 3 -0.210243 36.2497 3.36906 
1200 4 1.56429 38.0247 3.3572 
1201 4 3.35106 36.2777 3.32789 
1249 1 -0.176062 39.8987 3.35372 
1147 1 -0.21613 34.3951 5.1531 
1151 2 3.39354 34.3991 5.15703 
1198 3 1.57402 36.2744 5.14893 
1199 1 -0.214989 38.0719 5.15315 
1203 4 3.36535 38.021 5.18174 
1250 3 1.53223 39.8518 5.19526 
1823 4 -0.224401 34.4278 8.75986 
1824 5 1.57047 34.3972 6.97202 
1929 2 3.40836 39.8898 6.95361 
1873 3 -0.219523 36.264 6.90776 
1874 3 1.54835 36.2713 8.78571 
1875 2 -0.265322 38.0253 8.75472 
1876 1 1.57952 38.019 6.93292 
1877 1 3.37385 36.2409 6.97933 
1879 1 3.34178 38.0328 8.76813 
1925 4 -0.281759 39.858 6.93657 
1926 5 1.53873 39.8541 8.76867 
2549 3 -0.219767 36.1839 10.585 
2552 3 1.51796 38.0329 10.6139 
2553 2 3.31049 36.1993 10.5946 
2601 4 -0.322917 39.8601 10.6568 
2605 1 3.38173 39.8375 10.5832 
2499 1 -0.28014 34.3826 12.4853 
3281 3 3.40248 39.8101 14.3275 
3278 5 1.51485 39.8411 16.0592 
3229 2 3.40569 36.1777 14.2735 
2550 5 1.49603 36.1954 12.4635 
2551 3 -0.313215 38.0182 12.5131 
3228 2 1.51832 37.9481 14.3524 
3227 4 -0.400574 37.9578 16.1072 
2555 4 3.39454 37.9783 12.4776 
3226 2 1.52757 36.1385 16.1162 
2602 5 1.58981 39.8028 12.5041 
3225 4 -0.349488 36.1619 14.3591 
3175 1 -0.335716 34.4125 16.1598 
3277 3 -0.368542 39.7649 14.2927 
3231 1 3.4293 37.9902 16.0945 
4633 5 3.38729 39.857 21.643 
3852 3 1.4822 34.4278 17.9845 
4629 3 -0.355252 39.8721 21.6495 
3901 3 -0.356464 36.151 17.9285 
3902 1 1.50176 36.1896 19.7514 
3903 4 -0.364091 38.0636 19.7709 
3904 5 1.49269 37.9492 17.9174 
3905 4 3.36497 36.1818 17.9918 
3907 1 3.39584 38.0281 19.7554 
3953 3 -0.393997 39.7955 17.8906 
3954 5 1.48094 39.8494 19.7723 
3957 5 3.41662 39.8524 17.9137 
4581 5 3.3293 36.269 21.5819 
4577 5 -0.267324 36.2115 21.5934 
4580 1 1.4982 38.0836 21.6414 
5309 4 3.33262 39.9563 25.205 
5306 4 1.60333 39.9745 27.0484 
4578 1 1.51539 36.2454 23.4222 
4579 3 -0.288754 38.1204 23.3864 
4583 1 3.39404 38.0816 23.4456 
4630 4 1.49657 39.9312 23.4279 
5203 1 -0.284257 34.4431 27.1515 
5204 5 1.56893 34.4024 25.2904 
5305 2 -0.28887 39.982 25.2365 
5253 2 -0.28151 36.1682 25.2417 
5254 2 1.58587 36.2217 27.1603 
5255 5 -0.242658 38.0533 27.1236 
5256 5 1.55125 38.0836 25.215 
5257 2 3.41046 36.2747 25.2742 
5259 2 3.33931 38.1045 27.116 
5879 3 -0.2164 34.4712 30.6697 
5880 1 1.51943 34.4105 28.9015 
5883 1 3.31066 34.4174 30.6388 
5929 1 -0.26013 36.2578 28.949 
5930 3 1.59557 36.2515 30.6637 
5931 1 -0.227159 38.0363 30.6911 
5932 1 1.60724 38.0834 28.9476 
5933 3 3.35748 36.2539 28.9206 
5935 1 3.33142 38.0935 30.6993 
5981 5 -0.187902 39.9592 28.9203 
5982 1 1.57471 39.914 30.7362 
5985 4 3.30542 39.9347 28.9058 
6556 1 1.62194 34.4469 32.444 
6605 2 -0.216998 36.2231 32.4779 
6608 4 1.54313 38.081 32.4767 
6609 3 3.32142 36.2958 32.4706 
6657 1 -0.215129 39.8966 32.482 
6661 3 3.28636 39.8929 32.5029 
6555 2 -0.242858 34.496 34.3279 
6606 4 1.58516 36.2205 34.3201 
6607 2 -0.229811 38.0394 34.3155 
6611 2 3.31859 38.1135 34.2986 
6658 3 1.50007 39.9113 34.302 
8009 1 -0.329253 39.9111 39.8485 
6559 2 3.35204 34.4528 34.361 
7961 2 3.33072 36.1921 39.8327 
7960 5 1.49947 38.0812 39.8018 
7957 1 -0.282084 36.2207 39.8443 
8013 4 3.3643 39.9326 39.8046 
7231 2 -0.227613 34.424 38.0369 
7232 3 1.55774 34.4714 36.2158 
7235 1 3.29539 34.4083 38.0567 
7281 1 -0.246045 36.2511 36.1646 
7282 4 1.52791 36.2072 38.0195 
7283 2 -0.328332 38.0759 37.9845 
7284 5 1.54748 38.0868 36.1906 
7285 2 3.36933 36.2507 36.2345 
7287 3 3.3956 38.0776 38.0369 
7333 3 -0.288887 39.923 36.1658 
7334 2 1.52991 39.9207 38.0077 
7337 1 3.37106 39.882 36.1924 
8689 4 3.38054 39.8583 43.5644 
8686 2 1.55584 39.8695 45.3331 
7958 1 1.44998 36.2062 41.6374 
7959 3 -0.233415 38.0862 41.6918 
7963 5 3.357 38.0743 41.6623 
8010 1 1.52612 39.8948 41.6714 
8583 2 -0.275946 34.4445 45.32 
8685 3 -0.274911 39.8618 43.4912 
8639 3 3.35018 38.0666 45.3505 
8633 1 -0.252665 36.2631 43.4883 
8634 3 1.54661 36.2822 45.3451 
8635 1 -0.238904 38.0319 45.2908 
8636 3 1.48211 38.0861 43.5 
8637 5 3.32575 36.2598 43.4989 
575 3 -0.193312 41.6543 1.54282 
576 4 1.58468 41.7626 -0.335505 
579 4 3.35938 41.7801 1.49527 
625 2 -0.243654 43.4441 -0.362817 
626 3 1.5314 43.4801 1.55131 
627 1 -0.255949 45.304 1.57308 
628 5 1.50049 45.2942 -0.297588 
629 1 3.39273 43.4965 -0.293498 
631 4 3.36177 45.287 1.53303 
1252 4 1.55779 41.7211 3.34617 
1301 4 -0.215361 43.4927 3.34532 
1304 3 1.54822 45.3087 3.3053 
1305 1 3.35131 43.5305 3.32018 
1251 4 -0.204461 41.6847 5.13166 
1255 2 3.3911 41.7071 5.13465 
1302 3 1.55609 43.5288 5.08379 
1303 2 -0.266765 45.3383 5.11611 
1307 1 3.34186 45.3473 5.0769 
1927 2 -0.314903 41.7282 8.83329 
1928 2 1.51161 41.7117 6.96898 
1931 4 3.43502 41.704 8.82423 
1977 2 -0.242778 43.5253 6.96887 
1978 3 1.5491 43.5503 8.85211 
1979 4 -0.267284 45.2828 8.82149 
1980 5 1.56752 45.3656 6.97421 
1981 5 3.37151 43.4942 6.99466 
1983 4 3.3704 45.3679 8.87145 
2604 5 1.5779 41.7379 10.6253 
2653 4 -0.283356 43.5526 10.6662 
2657 3 3.40195 43.5656 10.591 
2603 5 -0.314932 41.6999 12.5164 
3335 3 3.35846 45.3808 16.0532 
2607 3 3.37638 41.775 12.4315 
3333 3 3.35114 43.6101 14.2342 
2654 3 1.58363 43.5877 12.4599 
2655 1 -0.262673 45.3403 12.4621 
2656 3 1.56006 45.3015 10.6337 
3332 4 1.53968 45.3548 14.2388 
2659 1 3.37674 45.3461 12.3748 
3279 5 -0.289605 41.7209 16.039 
3280 3 1.638 41.7663 14.2404 
3283 4 3.33936 41.7399 16.0735 
3329 3 -0.247419 43.5957 14.2279 
3330 1 1.5588 43.569 16.0315 
3331 2 -0.295806 45.3776 16.0417 
3955 5 -0.370923 41.6753 19.7572 
3956 2 1.5109 41.7667 17.9002 
3959 5 3.3986 41.7534 19.8176 
4005 1 -0.354201 43.5843 17.9299 
4006 5 1.51531 43.5854 19.8208 
4007 3 -0.407716 45.3652 19.7796 
4008 5 1.49521 45.3752 17.9089 
4009 2 3.36159 43.5847 17.9165 
4011 4 3.40086 45.3333 19.8636 
4632 2 1.49984 41.7308 21.7034 
4681 5 -0.396991 43.5741 21.6611 
4684 3 1.5206 45.3539 21.671 
4685 1 3.37798 43.5756 21.7028 
4631 1 -0.345812 41.7176 23.4544 
4635 4 3.35503 41.744 23.4385 
4682 4 1.52846 43.537 23.4622 
4683 2 -0.335274 45.3702 23.5011 
4687 4 3.36355 45.3201 23.4547 
5307 2 -0.250582 41.7933 27.0527 
5308 1 1.54095 41.7472 25.2181 
5311 1 3.30785 41.7449 27.0641 
5357 4 -0.299517 43.5073 25.2209 
5358 4 1.53585 43.5346 27.0454 
5359 4 -0.339139 45.2256 27.03 
5360 3 1.49492 45.2905 25.2427 
5361 2 3.35318 43.5361 25.2398 
5363 4 3.34805 45.295 27.0489 
5983 2 -0.259393 41.8045 30.7333 
5984 4 1.58161 41.7809 28.8715 
5987 4 3.31078 41.707 30.6804 
6033 4 -0.30678 43.5342 28.8758 
6034 2 1.54051 43.5351 30.7163 
6035 3 -0.336723 45.2155 30.7213 
6036 4 1.52708 45.2322 28.8686 
6037 3 3.32745 43.5201 28.8609 
6039 4 3.31002 45.3153 30.6893 
6660 1 1.52666 41.6768 32.5173 
6709 4 -0.313302 43.5467 32.5487 
6712 4 1.50194 45.319 32.5668 
6713 2 3.30905 43.5053 32.5383 
6659 4 -0.283841 41.6781 34.311 
6710 5 1.49689 43.5093 34.3758 
6711 3 -0.306293 45.3515 34.3755 
8065 2 3.36856 43.5156 39.8375 
6663 2 3.33685 41.6448 34.3859 
8064 3 1.51013 45.3634 39.77 
8061 4 -0.342952 43.4995 39.756 
6715 3 3.3099 45.3323 34.4393 
7335 1 -0.330209 41.6613 38.0188 
7336 2 1.51879 41.6292 36.1825 
7339 4 3.37395 41.6665 37.9748 
7385 2 -0.327846 43.4708 36.2102 
7386 5 1.5309 43.5054 37.9956 
7387 1 -0.311417 45.3756 38.0444 
7388 4 1.45161 45.3946 36.189 
7389 4 3.35249 43.5232 36.1584 
7391 1 3.31613 45.3827 37.9083 
8012 2 1.51383 41.6476 39.8326 
8011 2 -0.340684 41.6808 41.66 
8015 3 3.37382 41.6833 41.6398 
8062 5 1.53771 43.5233 41.6284 
8063 5 -0.307054 45.354 41.6053 
8067 1 3.33795 45.3467 41.7032 
8687 3 -0.276108 41.7138 45.2741 
8688 5 1.56563 41.6848 43.5041 
8691 1 3.38616 41.7637 45.3832 
8737 1 -0.323613 43.5319 43.5448 
8738 4 1.54058 43.4875 45.3073 
8739 4 -0.276527 45.2796 45.2906 
8740 1 1.51979 45.3024 43.5234 
8741 4 3.3839 43.5284 43.4848 
8743 5 3.39413 45.2923 45.3278 
6 1 5.17775 -0.366588 1.543 
8 1 5.1798 1.47791 -0.378619 
9 2 6.9416 -0.372983 -0.347835 
10 4 8.78066 -0.368443 1.50949 
11 2 6.95968 1.40388 1.47591 
12 2 8.74156 1.47036 -0.363696 
58 5 5.12576 3.30906 1.46516 
61 1 6.95713 3.25016 -0.357793 
62 4 8.7705 3.23347 1.47861 
684 4 5.12345 1.40449 3.33575 
685 3 6.98294 -0.333527 3.32174 
688 4 8.787 1.42639 3.31764 
737 5 6.94977 3.2328 3.34236 
13 2 10.523 -0.374522 -0.364273 
15 4 10.5228 1.48539 1.4824 
65 3 10.5854 3.23373 -0.380123 
689 3 10.5186 -0.32771 3.34163 
682 2 5.16391 -0.344847 5.12012 
686 1 8.71315 -0.315147 5.1067 
687 1 6.941 1.43177 5.16711 
734 1 5.10576 3.22366 5.15656 
738 3 8.76635 3.18317 5.14955 
1358 2 5.15582 -0.300319 8.81254 
1360 1 5.14811 1.44431 6.96541 
1361 4 7.01268 -0.316336 6.97454 
1362 3 8.76886 -0.360412 8.80006 
1363 1 6.9937 1.45205 8.74752 
1364 4 8.73298 1.49501 6.96173 
1410 2 5.12481 3.20571 8.77948 
1413 3 6.934 3.22188 6.93332 
1414 3 8.77566 3.26757 8.76783 
1365 5 10.5391 -0.336492 6.90626 
1367 2 10.5506 1.49417 8.79204 
2037 2 6.98278 -0.301088 10.5882 
2093 1 10.5371 3.27464 10.5907 
2034 4 5.15895 -0.317989 12.3699 
2036 1 5.11567 1.45554 10.6341 
2719 2 10.5907 1.47048 16.1422 
2038 1 8.82233 -0.334955 12.4013 
2039 4 7.01069 1.44619 12.4256 
2040 4 8.81932 1.43216 10.6108 
2086 4 5.15541 3.20907 12.4349 
2089 5 7.01118 3.22682 10.6263 
2090 3 8.8619 3.237 12.441 
2710 3 5.20839 -0.328425 16.1125 
2712 1 5.21786 1.4633 14.227 
2713 5 7.00807 -0.34405 14.2558 
2714 4 8.86429 -0.326893 16.1309 
2715 3 7.06793 1.43099 16.1411 
2716 4 8.83213 1.44629 14.2523 
2762 5 5.25411 3.22565 16.1537 
2765 2 7.07518 3.22233 14.2309 
2766 4 8.77024 3.27549 16.1484 
2041 4 10.557 -0.363923 10.6214 
2043 4 10.5743 1.43345 12.412 
2769 2 10.564 3.25662 14.3168 
2717 2 10.6265 -0.324885 14.2464 
3386 4 5.27748 -0.375378 19.8446 
3388 3 5.26205 1.44586 17.9987 
3389 2 7.01939 -0.337834 17.9755 
3390 3 8.75092 -0.336591 19.7986 
3391 3 7.01115 1.47542 19.7966 
3392 3 8.80005 1.47091 17.9794 
3438 1 5.25032 3.25031 19.7742 
3441 3 7.03799 3.25195 17.9899 
3442 3 8.77314 3.27276 19.742 
4064 4 5.26713 1.42292 21.6015 
4065 1 7.00129 -0.386395 21.6243 
4068 1 8.72251 1.45274 21.5786 
4117 4 7.06296 3.27901 21.58 
3393 4 10.5691 -0.337105 18.0168 
3445 4 10.5882 3.26114 17.9475 
4121 5 10.5726 3.27993 21.5639 
4069 5 10.587 -0.351847 21.5894 
4062 1 5.20219 -0.362359 23.4328 
4066 2 8.75318 -0.424689 23.4664 
4067 4 7.04617 1.39822 23.4413 
4114 5 5.19108 3.20789 23.4018 
4118 1 8.77188 3.31034 23.4259 
4738 3 5.12126 -0.426424 27.0648 
4740 1 5.12986 1.33567 25.2239 
4741 4 6.95762 -0.427718 25.2337 
4742 5 8.79974 -0.416124 27.1456 
4743 5 6.94443 1.38376 27.0912 
4744 3 8.81796 1.47639 25.3017 
4790 5 5.08749 3.27582 27.1308 
4793 5 7.03555 3.28261 25.2647 
4794 4 8.91494 3.29737 27.1247 
4071 5 10.5795 1.5127 23.4757 
4745 5 10.6106 -0.388345 25.3025 
4797 4 10.6178 3.32051 25.3149 
5414 3 5.13237 -0.395611 30.7461 
5416 1 5.1366 1.35435 28.9605 
5417 3 6.92466 -0.411531 28.9762 
5418 3 8.81435 -0.434094 30.6499 
5419 1 6.97447 1.38776 30.7241 
5420 2 8.86925 1.44352 28.9491 
5466 3 5.16746 3.27416 30.7405 
5469 5 7.00162 3.24711 28.9633 
5470 1 8.83056 3.27797 30.7257 
6092 2 5.19655 1.45999 32.5258 
6093 3 7.01995 -0.403591 32.4632 
6096 4 8.77674 1.37129 32.4195 
6145 3 7.02367 3.26394 32.4895 
6097 3 10.6037 -0.427242 32.4326 
6149 5 10.6143 3.26911 32.4641 
6094 3 8.74448 -0.428652 34.3018 
6095 4 7.09487 1.42717 34.2962 
6142 3 5.22221 3.26182 34.2846 
6146 2 8.80341 3.30871 34.2846 
6099 5 10.5598 1.35418 34.3025 
6090 5 5.16935 -0.350909 34.3422 
7449 4 10.524 -0.367305 39.9045 
6825 2 10.5594 3.25453 36.209 
6775 3 10.5461 1.42426 38.0474 
7501 1 10.5751 3.24277 39.809 
6766 1 5.21695 -0.413746 37.9228 
6768 5 5.1658 1.46789 36.1865 
6769 1 7.05992 -0.377118 36.1738 
6770 4 8.79742 -0.37986 38.0543 
6771 3 7.07806 1.38912 38.0108 
6772 1 8.79468 1.40409 36.2083 
6818 3 5.16212 3.26964 38.0369 
6821 5 7.03867 3.28586 36.1854 
6822 3 8.82916 3.23164 38.0594 
7444 5 5.22415 1.39513 39.787 
7445 4 7.06306 -0.390826 39.8706 
7448 3 8.79636 1.40142 39.8621 
7497 2 7.04276 3.2501 39.8013 
6773 2 10.5392 -0.401638 36.2075 
7442 1 5.21213 -0.342558 41.7303 
7446 1 8.75781 -0.386262 41.7253 
7447 1 7.00524 1.37724 41.7235 
7494 5 5.14213 3.24042 41.6584 
7498 5 8.82008 3.2301 41.719 
8118 4 5.22202 -0.336229 45.3128 
8120 1 5.18899 1.45819 43.5361 
8121 4 6.95936 -0.370352 43.5287 
8122 4 8.70013 -0.400298 45.311 
8123 1 6.95369 1.4786 45.3281 
8124 4 8.71104 1.40232 43.5457 
8170 4 5.11654 3.24416 45.368 
8173 4 6.97292 3.20976 43.5472 
8174 3 8.78322 3.25238 45.2794 
7451 2 10.58 1.39317 41.7779 
8177 4 10.6022 3.32012 43.5695 
60 1 5.11836 5.10588 -0.356328 
63 3 6.97674 5.12273 1.42088 
64 5 8.8086 5.09326 -0.350679 
110 5 5.16055 6.95662 1.4511 
112 2 5.1905 8.8678 -0.307293 
113 4 7.01629 7.01592 -0.336995 
114 2 8.7416 7.01955 1.47392 
115 4 6.97051 8.85778 1.51429 
116 4 8.76292 8.80935 -0.310872 
736 2 5.10697 5.13078 3.3393 
740 5 8.74924 5.13838 3.3527 
788 3 5.11815 8.83612 3.23749 
789 1 6.93285 6.95181 3.3221 
792 2 8.77453 8.80938 3.28697 
117 3 10.5542 7.01075 -0.399769 
119 1 10.5814 8.77346 1.46417 
162 3 5.1853 10.66 1.51714 
845 5 10.6113 10.628 3.28015 
165 4 6.95358 10.6408 -0.294207 
166 1 8.7389 10.6403 1.48473 
739 3 6.90649 5.10954 5.13577 
786 3 5.05625 6.97358 5.07437 
790 3 8.83412 7.01018 5.15062 
791 5 6.91985 8.82003 5.06279 
1412 5 5.09571 5.08043 6.96259 
1415 4 6.96999 5.06523 8.81039 
1416 5 8.77029 5.05201 6.90655 
1462 2 5.16011 6.97744 8.84435 
1464 3 5.07655 8.80074 6.98164 
1465 5 6.91702 6.99828 6.92547 
1466 5 8.76601 6.9601 8.79432 
1467 2 6.9451 8.82467 8.83418 
1468 1 8.85018 8.83397 6.93806 
795 3 10.5754 8.80542 5.14526 
1469 1 10.5761 6.96205 6.96915 
1471 1 10.5766 8.81929 8.77395 
1518 4 8.75411 10.5998 8.82501 
1521 2 10.6281 10.6352 6.95428 
2140 2 5.22216 8.80016 10.6424 
2088 5 5.14461 5.1009 10.6623 
2091 4 7.08864 5.09975 12.4579 
2092 1 8.80144 5.06589 10.639 
2138 4 5.25398 6.93799 12.4355 
2873 4 10.5709 10.6022 14.2549 
2141 3 7.02876 6.89614 10.6793 
2142 3 8.75853 6.94908 12.5153 
2143 2 6.99973 8.81571 12.4692 
2144 2 8.72458 8.81696 10.6832 
2764 5 5.25406 5.09403 14.2474 
2767 1 7.0223 5.10184 16.1719 
2768 4 8.78162 5.0805 14.2964 
2814 4 5.26706 6.91109 16.1722 
2816 5 5.22832 8.78615 14.3621 
2817 4 7.03161 6.9364 14.2888 
2818 5 8.80738 6.9471 16.1243 
2819 1 7.01284 8.7753 16.1512 
2820 1 8.7796 8.80549 14.2853 
2095 4 10.5285 5.1191 12.5127 
2145 5 10.5589 6.95373 10.6672 
2147 3 10.5309 8.78071 12.5314 
2771 3 10.58 5.07525 16.095 
2821 3 10.5697 6.93936 14.2636 
2823 3 10.5949 8.82837 16.0907 
2870 4 8.85044 10.5737 16.1048 
3440 1 5.26768 5.08214 18.0109 
3443 1 7.03341 5.07483 19.7454 
3444 1 8.79282 5.05314 17.9274 
3490 4 5.23866 6.9429 19.7624 
3492 4 5.1689 8.78083 17.9181 
3493 4 6.96315 6.95318 17.9583 
3494 5 8.79156 6.95877 19.7378 
3495 3 6.91987 8.77683 19.7392 
3496 1 8.82353 8.80958 17.9284 
4116 5 5.19762 5.10476 21.5767 
4120 4 8.79008 5.13609 21.6188 
4168 2 5.15976 8.81014 21.577 
4169 2 6.99023 6.96642 21.6378 
4172 5 8.82219 8.77769 21.6713 
3447 2 10.5797 5.12051 19.7395 
4173 4 10.632 6.95098 21.6441 
3545 5 6.94634 10.6034 17.9319 
3546 5 8.86295 10.6396 19.7768 
4119 1 7.07852 5.13766 23.4065 
4166 2 5.11688 6.99533 23.3866 
4170 3 8.89902 6.91574 23.4442 
4171 4 6.95359 8.81244 23.4384 
4792 5 5.10877 5.18542 25.2158 
4795 5 7.02486 5.1759 27.1483 
4796 4 8.87975 5.1197 25.2677 
4842 2 5.15731 7.0424 27.0831 
4844 4 5.14883 8.78928 25.199 
4845 5 7.04745 7.0021 25.2051 
4846 4 8.84416 6.97044 27.1016 
4847 4 7.04604 8.7528 27.0943 
4848 4 8.85663 8.78127 25.1949 
4123 3 10.5775 5.0844 23.4713 
4175 3 10.6549 8.77167 23.5141 
4849 3 10.6059 6.89826 25.2825 
4851 2 10.5987 8.74564 27.0068 
5468 4 5.12124 5.16208 28.9527 
5471 5 7.01233 5.17402 30.7385 
5472 1 8.87802 5.13214 28.912 
5518 4 5.19413 6.99964 30.7838 
5520 4 5.2696 8.78463 28.9498 
5521 3 7.01916 7.01241 28.931 
5522 3 8.83661 6.9698 30.6992 
5523 3 7.02036 8.77385 30.715 
5524 4 8.77998 8.77108 28.9273 
6144 3 5.18935 5.07968 32.5322 
6148 1 8.83519 5.16541 32.5296 
6196 2 5.1927 8.83605 32.5324 
6197 4 6.99955 6.96884 32.575 
